Witness,CPAChecker,Ult. Auto.,CPA-w2t,FShell-w2t,Nitwit
3096,3,3,3,0,0
3097,3,3,3,0,3
3098,3,3,3,0,0
3099,3,3,3,0,0
3100,3,3,3,0,3
3101,3,3,3,0,0
3102,3,3,3,0,0
3103,3,3,3,0,0
3104,3,3,3,0,0
3105,3,3,3,0,0
3106,3,3,3,0,0
3107,3,3,3,0,3
3108,3,3,3,0,0
3109,3,3,3,0,0
3110,3,3,3,0,0
3111,3,3,3,0,0
3112,3,3,3,0,0
3113,3,3,3,0,0
3114,3,3,3,0,0
3115,3,3,3,0,0
3116,3,3,3,0,0
3117,3,3,3,0,0
3118,3,3,3,0,0
3119,3,3,3,0,0
3120,3,3,3,0,0
3121,3,3,3,0,0
3122,3,3,3,0,0
3123,3,3,3,0,0
3124,3,3,3,0,0
3125,3,3,3,0,0
3126,3,3,3,0,0
3127,3,3,3,0,0
3128,3,3,3,0,0
3129,3,3,3,0,0
3130,0,2,0,0,0
3131,0,2,0,0,0
3132,0,2,0,0,0
3133,0,2,0,0,0
3134,0,2,0,0,0
3135,0,2,0,0,0
3136,0,2,0,0,0
3137,0,2,0,0,0
3138,0,2,0,0,0
3139,0,2,0,0,0
3140,0,2,0,0,0
3141,0,2,0,0,0
3142,0,2,0,0,0
3143,0,2,0,0,0
3144,0,2,0,0,0
3145,0,2,0,0,0
3146,0,2,0,0,0
3147,0,2,0,0,0
3148,0,2,0,0,0
3149,0,2,0,0,0
3150,0,2,0,0,0
3151,0,2,0,0,0
3152,0,2,0,0,0
3153,0,2,0,0,0
3154,0,2,0,0,0
3155,0,2,0,0,0
3156,0,2,0,0,0
3157,0,2,0,0,0
3158,0,2,0,0,0
3159,0,2,0,0,0
3160,0,2,0,0,0
3161,0,2,0,0,0
3162,0,2,0,0,0
3163,0,2,0,0,0
3164,0,2,0,0,0
3165,0,2,0,0,0
3166,0,2,0,0,0
3167,0,2,0,0,0
3168,0,2,0,0,0
3169,0,2,0,0,0
3170,0,2,0,0,0
3171,0,2,0,0,0
3172,0,2,0,0,0
3173,0,2,0,0,0
3174,0,2,0,0,0
3175,0,2,0,0,0
3176,0,2,0,0,0
3177,0,2,0,0,0
3178,0,2,0,0,0
3179,0,2,0,0,0
3180,0,2,0,0,0
3181,0,2,0,0,0
3182,0,2,0,0,0
3183,0,2,0,0,0
3184,0,2,0,0,0
3185,0,2,0,0,0
3186,0,2,0,0,0
3187,0,2,3,0,0
3188,0,2,3,0,0
3189,0,2,3,0,0
3190,0,2,3,0,0
3191,0,2,3,0,0
3192,0,2,3,0,0
3193,0,2,3,0,0
3194,0,2,3,0,0
3195,0,2,3,0,0
3196,0,2,3,0,0
3197,0,2,3,0,0
3198,0,2,3,0,0
3199,0,2,3,0,0
3200,0,2,3,0,0
3201,0,2,3,0,0
3202,0,2,3,0,0
3203,0,2,3,0,0
3204,0,2,3,0,0
3205,0,2,3,0,0
3206,0,2,3,0,0
3207,0,2,3,0,0
3208,0,2,3,0,0
3209,0,2,3,0,0
3210,0,2,3,0,0
3211,0,2,3,0,0
3212,0,2,3,0,0
3213,0,2,3,0,0
3214,0,2,3,0,0
3215,0,2,3,0,0
3216,0,2,3,0,0
3217,0,2,3,0,0
3218,0,2,3,0,0
3219,0,2,3,0,0
3220,0,2,3,0,0
3221,0,2,3,0,0
3222,0,2,3,0,0
3223,0,2,3,0,0
3224,0,2,3,0,0
3225,0,2,3,0,0
3226,0,2,3,0,0
3227,0,2,3,0,0
3228,0,2,3,0,0
3229,0,2,3,0,0
3230,0,2,3,0,0
3231,0,2,3,0,0
3232,0,2,3,0,0
3233,0,2,3,0,0
3234,0,2,3,0,0
3235,0,2,3,0,0
3236,0,2,3,0,0
3237,3,2,3,0,0
3238,3,2,3,0,0
3239,3,2,3,0,0
3240,3,2,3,0,0
3241,0,2,3,0,0
3242,3,2,3,0,0
3243,3,2,3,0,0
3244,3,2,3,0,0
3245,3,2,3,0,0
3246,3,2,3,0,0
3247,0,2,3,0,0
3248,3,2,3,0,0
3249,0,2,3,0,0
3250,3,2,3,0,0
3251,0,2,3,0,0
3252,3,2,3,0,0
3253,3,2,3,0,0
3254,3,2,3,0,0
3255,3,2,3,0,0
3256,3,2,3,0,0
3257,3,2,3,0,0
3258,3,2,3,0,0
3259,3,2,3,0,0
3260,3,3,3,0,0
3261,3,3,3,0,0
3262,3,3,3,0,0
3263,3,3,3,0,0
3264,3,3,3,0,0
3265,3,3,3,0,0
3266,3,3,3,0,0
3267,3,3,3,0,0
3268,3,3,3,0,0
3269,3,3,3,0,0
3270,3,3,3,0,0
3271,3,3,3,0,0
3272,3,3,3,0,0
3273,3,3,3,0,0
3274,3,3,3,0,0
3275,3,3,3,0,0
3276,3,3,3,0,0
3277,3,3,3,0,0
3278,3,3,3,0,0
3279,3,3,3,0,0
3280,3,3,3,0,0
3281,3,3,3,0,0
3282,3,3,3,0,0
3283,3,3,3,0,0
3284,0,2,0,0,0
3285,0,2,0,0,0
3286,0,2,0,0,0
3287,0,2,0,0,0
3288,0,2,0,0,0
3289,0,2,0,0,0
3290,0,2,0,0,0
3291,0,2,0,0,0
3292,0,2,0,0,0
3293,0,2,0,0,0
3294,0,2,0,0,0
3295,0,2,0,0,0
3296,0,2,0,0,0
3297,0,2,0,0,0
3298,0,2,0,0,0
3299,0,2,0,0,0
3300,0,2,0,0,0
3301,0,2,0,0,0
3302,0,2,0,0,0
3303,0,2,0,0,0
3304,0,2,0,0,0
3305,0,2,0,0,0
3306,0,2,0,0,0
3307,0,2,0,0,0
3308,0,2,0,0,0
3309,0,2,0,0,0
3310,0,2,0,0,0
3311,0,2,0,0,0
3312,0,2,0,0,0
3313,0,2,0,0,0
3314,0,2,0,0,0
3315,0,2,0,0,0
3316,0,2,0,0,0
3317,0,2,0,0,0
3318,0,2,0,0,0
3319,0,2,0,0,0
3320,0,2,0,0,0
3321,0,2,0,0,0
3322,0,2,0,0,0
3323,0,2,0,0,0
3324,0,2,0,0,0
3325,0,2,0,0,0
3326,0,2,0,0,0
3327,0,2,0,0,0
3328,0,2,0,0,0
3329,0,2,0,0,0
3330,0,2,0,0,0
3331,0,2,0,0,0
3332,0,2,0,0,0
3333,0,2,0,0,0
3334,0,2,0,0,0
3335,0,2,0,0,0
3336,0,2,0,0,0
3337,0,2,0,0,0
3338,0,2,0,0,0
3339,0,2,0,0,0
3340,0,2,0,0,0
3341,0,2,0,0,0
3342,0,2,0,0,0
3343,0,2,0,0,0
3344,0,2,0,0,0
3345,0,2,0,0,0
3346,0,2,0,0,0
3347,0,2,0,0,0
3348,0,2,0,0,0
3349,0,2,0,0,0
3350,0,2,0,0,0
3351,0,2,0,0,0
3352,0,2,0,0,0
3353,0,2,0,0,0
3354,0,2,0,0,0
3355,0,2,0,0,0
3356,0,2,0,0,0
3357,0,2,0,0,0
3358,0,2,0,0,0
3359,0,2,0,0,0
3360,0,2,0,0,0
3361,0,2,0,0,0
3362,0,2,0,0,0
3363,0,2,0,0,0
3364,0,2,0,0,0
3365,0,2,0,0,0
3366,0,2,0,0,0
3367,0,2,0,0,0
3368,0,2,0,0,0
3369,0,2,0,0,0
3370,0,2,0,0,0
3371,0,2,0,0,0
3372,0,2,0,0,0
3373,0,2,0,0,0
3374,0,2,0,0,0
3375,0,2,0,0,0
3376,0,2,0,0,0
3377,0,2,0,0,0
3378,0,2,0,0,0
3379,0,2,0,0,0
3380,0,2,0,0,0
3381,0,2,0,0,0
3382,0,2,0,0,0
3383,0,2,0,0,0
3384,0,2,0,0,0
3385,0,2,0,0,0
3386,0,2,0,0,0
3387,0,2,0,0,0
3388,0,2,0,0,0
3389,0,2,0,0,0
3390,0,2,0,0,0
3391,0,2,0,0,0
3392,0,2,0,0,0
3393,0,2,0,0,0
3394,0,2,0,0,0
3395,0,2,0,0,0
3396,0,2,0,0,0
3397,0,2,0,0,0
3398,0,2,0,0,0
3399,0,2,0,0,0
3400,0,2,0,0,0
3401,0,2,0,0,0
3402,0,2,0,0,0
3403,0,2,0,0,0
3404,0,2,0,0,0
3405,0,2,0,0,0
3406,0,2,0,0,0
3407,0,2,0,0,0
3408,0,2,0,0,0
3409,0,2,0,0,0
3410,0,2,0,0,0
3411,0,2,0,0,0
3412,0,2,0,0,0
3413,0,2,0,0,0
3414,0,2,0,0,0
3415,0,2,0,0,0
3416,0,2,0,0,0
3417,0,2,0,0,0
3418,0,2,0,0,0
3419,0,2,0,0,0
3420,0,2,0,0,0
3421,0,2,0,0,0
3422,0,2,0,0,0
3423,0,2,0,0,0
3424,0,2,0,0,0
3425,0,2,0,0,0
3426,0,2,0,0,0
3427,0,2,0,0,0
3428,0,2,0,0,0
3429,0,2,0,0,0
3430,0,2,0,0,0
3431,0,2,0,0,0
3432,0,2,0,0,0
3433,0,2,0,0,0
3434,0,2,0,0,0
3435,0,2,0,0,0
3436,0,2,0,0,0
3437,0,2,0,0,0
3438,0,2,0,0,0
3439,0,2,0,0,0
3440,0,2,0,0,0
3441,0,2,0,0,0
3442,0,2,0,0,0
3443,0,2,0,0,0
3444,0,2,0,0,0
3445,0,2,0,0,0
3446,0,2,0,0,0
3447,0,2,0,0,0
3448,0,2,0,0,0
3449,0,2,0,0,0
3450,0,2,0,0,0
3451,0,2,0,0,0
3452,0,2,0,0,0
3453,0,2,0,0,0
3454,0,2,0,0,0
3455,0,2,0,0,0
3456,0,2,0,0,0
3457,0,2,0,0,0
3458,0,2,0,0,0
3459,0,2,0,0,0
3460,0,2,0,0,0
3461,0,2,0,0,0
3462,0,2,0,0,0
3463,0,2,0,0,0
3464,0,2,0,0,0
3465,0,2,0,0,0
3466,0,2,0,0,0
3467,0,2,0,0,0
3468,0,2,0,0,0
3469,0,2,0,0,0
3470,0,2,0,0,0
3471,0,2,0,0,0
3472,0,2,0,0,0
3473,0,2,0,0,0
3474,0,2,0,0,0
3475,0,2,0,0,0
3476,0,2,0,0,0
3477,0,2,0,0,0
3478,0,2,0,0,0
3479,0,2,0,0,0
3480,0,2,0,0,0
3481,0,2,0,0,0
3482,0,2,0,0,0
3483,0,2,0,0,0
3484,0,2,0,0,0
3485,0,2,0,0,0
3486,0,2,0,0,0
3487,0,2,0,0,0
3488,0,2,0,0,0
3489,0,2,0,0,0
3490,0,2,0,0,0
3491,0,2,0,0,0
3492,0,2,0,0,0
3493,0,2,0,0,0
3494,0,2,0,0,0
3495,0,2,0,0,0
3496,0,2,0,0,0
3497,0,2,0,0,0
3498,0,2,0,0,0
3499,0,2,0,0,0
3500,0,2,0,0,0
3501,0,2,0,0,0
3502,0,2,0,0,0
3503,0,2,0,0,0
3504,0,2,0,0,0
3505,0,2,0,0,0
3506,0,2,0,0,0
3507,0,2,0,0,0
3508,0,2,0,0,0
3509,0,2,0,0,0
3510,0,2,0,0,0
3511,0,2,0,0,0
3512,3,2,3,0,0
3513,0,3,3,0,0
3514,3,2,3,0,0
3515,3,2,3,0,0
3516,3,2,3,0,0
3517,3,2,3,0,0
3518,3,2,3,0,0
3519,3,2,3,0,0
3520,3,2,3,0,0
3521,3,2,3,0,0
3522,3,2,3,0,0
3523,3,2,3,0,0
3524,3,2,3,0,0
3525,3,2,3,0,0
3526,3,2,3,0,0
3527,3,2,3,0,0
3528,3,2,3,0,0
3529,3,2,3,0,0
3530,3,2,3,0,0
3531,3,2,3,0,0
3532,3,2,3,0,0
3533,3,2,3,0,0
3534,3,2,3,0,0
3535,3,2,3,0,0
3536,3,3,3,0,0
3537,3,3,3,0,0
3538,3,3,3,0,0
3539,3,3,3,0,0
3540,3,3,3,0,0
3541,3,3,3,0,0
3542,3,3,3,0,0
3543,3,3,3,0,0
3544,3,3,3,0,0
3545,3,3,3,0,0
3546,3,3,3,0,0
3547,3,3,3,0,0
3548,3,3,3,0,0
3549,3,3,3,0,0
3550,3,3,3,0,0
3551,3,3,3,0,0
3552,3,3,3,0,0
3553,3,3,3,0,0
3554,3,3,3,0,0
3555,3,3,3,0,0
3556,3,3,3,0,0
3557,3,3,3,0,0
3558,3,3,3,0,0
3559,3,3,3,0,0
3560,0,0,0,0,0
3561,0,3,0,0,0
3562,0,0,0,0,0
3563,0,3,0,0,0
3564,0,0,0,0,0
3565,2,3,0,0,0
3566,2,3,0,0,0
3567,2,0,0,0,0
3568,2,3,0,0,0
3569,2,0,0,0,0
3570,2,3,0,0,0
3571,0,3,0,0,0
3572,2,3,0,0,0
3573,2,3,0,0,0
3574,2,0,0,0,0
3575,2,3,2,2,4
3576,2,3,2,2,4
3577,0,0,1,6,0
3578,0,0,0,0,0
3579,0,0,0,0,0
3580,0,0,0,0,0
3581,0,0,0,0,0
3582,0,0,1,6,0
3583,0,0,1,6,0
3584,0,0,0,0,0
3585,2,0,0,0,0
3586,2,3,0,0,0
3587,2,3,0,0,0
3588,2,5,0,2,4
3589,2,3,0,2,4
3590,2,3,0,0,0
3591,2,3,0,0,0
3592,1,4,0,0,0
3593,1,4,0,0,0
3594,0,4,0,0,0
3595,0,4,0,0,0
3596,2,4,0,0,4
3597,2,4,0,0,0
3598,0,4,0,0,0
3599,0,4,0,0,0
3600,2,0,0,0,4
3601,2,0,0,0,4
3602,2,4,3,6,4
3603,0,0,0,0,0
3604,0,3,0,0,0
3605,0,0,0,0,0
3606,0,3,0,0,0
3607,0,0,0,0,0
3608,3,3,0,0,0
3609,0,3,0,0,0
3610,0,0,0,0,0
3611,2,3,0,0,0
3612,2,0,0,0,0
3613,2,3,0,0,0
3614,3,3,0,0,0
3615,0,3,0,0,0
3616,0,3,0,0,0
3617,0,2,0,0,0
3618,0,2,0,0,0
3619,0,2,0,0,0
3620,0,0,1,6,0
3621,0,0,0,0,0
3622,0,0,0,0,0
3623,0,0,0,0,0
3624,0,0,0,0,0
3625,0,0,1,6,0
3626,0,0,1,6,0
3627,2,0,2,2,1
3628,2,0,0,0,0
3629,2,3,0,0,0
3630,2,3,0,0,0
3631,2,5,0,2,4
3632,2,3,0,2,4
3633,2,3,0,0,0
3634,2,3,0,0,0
3635,1,4,0,0,0
3636,1,4,0,0,0
3637,0,4,0,0,0
3638,0,4,0,0,0
3639,2,4,0,0,4
3640,2,4,0,0,0
3641,2,4,0,0,0
3642,2,4,0,0,0
3643,2,0,0,0,4
3644,2,0,0,0,4
3645,0,0,0,0,0
3646,0,3,0,0,0
3647,0,0,0,0,0
3648,0,3,0,0,0
3649,0,0,0,0,0
3650,3,3,0,0,0
3651,0,3,0,0,0
3652,0,0,0,0,0
3653,3,3,0,0,0
3654,0,0,0,0,0
3655,3,3,0,0,0
3656,0,3,0,0,0
3657,0,3,0,0,0
3658,0,3,0,0,0
3659,0,0,0,0,0
3660,0,0,0,0,0
3661,0,3,0,0,0
3662,0,0,2,2,1
3663,0,0,2,2,1
3664,0,0,2,2,1
3665,0,0,0,0,0
3666,0,3,1,2,4
3667,0,3,1,2,1
3668,0,0,0,0,0
3669,0,0,1,2,1
3670,0,0,1,2,1
3671,0,0,0,0,0
3672,0,0,0,0,4
3673,0,3,0,0,0
3674,0,3,0,0,0
3675,0,3,0,0,0
3676,0,3,0,0,0
3677,2,4,0,0,0
3678,0,4,0,0,0
3679,0,4,0,0,0
3680,2,4,0,0,4
3681,2,4,0,0,0
3682,0,4,0,0,0
3683,0,4,0,0,0
3684,0,0,1,2,1
3685,0,0,1,2,0
3686,0,0,0,0,0
3687,0,3,0,0,0
3688,0,0,0,0,0
3689,0,3,0,0,0
3690,0,0,0,0,0
3691,2,3,0,0,0
3692,2,3,0,0,0
3693,2,0,0,0,0
3694,2,3,0,0,0
3695,2,0,0,0,0
3696,2,3,0,0,0
3697,2,3,0,0,0
3698,2,3,0,0,0
3699,2,3,0,0,0
3700,2,0,0,0,0
3701,2,0,0,0,0
3702,2,3,0,0,0
3703,2,0,1,6,0
3704,2,0,1,0,0
3705,2,0,1,0,0
3706,0,0,0,0,0
3707,0,0,0,0,0
3708,0,0,1,6,0
3709,0,0,1,6,0
3710,0,0,0,0,0
3711,2,0,1,0,0
3712,3,4,1,0,0
3713,2,4,1,0,0
3714,2,4,1,0,0
3715,2,4,1,0,0
3716,2,4,1,0,4
3717,2,4,1,0,0
3718,2,4,1,0,0
3719,2,4,1,0,0
3720,2,0,0,0,4
3721,0,0,0,0,4
3722,0,3,0,0,0
3723,0,2,0,0,0
3724,0,3,0,0,0
3725,0,3,0,0,0
3726,0,4,0,0,0
3727,1,4,0,0,0
3728,1,4,0,0,0
3729,0,4,0,0,0
3730,0,4,0,0,0
3731,0,4,0,0,0
3732,0,0,0,0,0
3733,0,3,0,0,0
3734,0,0,0,0,0
3735,0,3,0,0,0
3736,0,0,0,0,0
3737,2,3,0,0,0
3738,2,3,0,0,0
3739,2,0,0,0,0
3740,2,3,0,0,0
3741,2,0,0,0,0
3742,2,3,0,0,0
3743,2,3,0,0,0
3744,2,3,0,0,0
3745,2,3,0,0,0
3746,2,0,0,0,0
3747,2,3,0,0,0
3748,2,3,0,0,0
3749,2,0,1,6,0
3750,2,0,1,0,0
3751,2,0,1,0,0
3752,0,0,0,0,0
3753,0,0,0,0,0
3754,0,0,1,6,0
3755,0,0,1,6,0
3756,0,0,0,0,0
3757,2,0,1,0,0
3758,0,3,0,0,0
3759,0,3,0,0,0
3760,1,2,0,2,4
3761,1,3,0,2,4
3762,0,3,0,0,0
3763,0,3,0,0,0
3764,3,4,1,0,0
3765,2,4,1,0,0
3766,2,4,1,0,0
3767,2,4,1,0,0
3768,2,4,1,0,4
3769,2,4,1,0,0
3770,2,4,1,0,0
3771,2,4,1,0,0
3772,2,0,0,0,4
3773,0,0,0,0,4
3774,0,0,1,2,1
3775,0,3,1,2,1
3776,0,0,1,2,1
3777,0,3,1,2,1
3778,0,0,1,2,1
3779,3,3,1,2,1
3780,3,3,1,2,1
3781,0,0,1,2,1
3782,3,3,0,0,0
3783,0,0,0,0,0
3784,3,3,1,2,1
3785,0,3,0,0,0
3786,0,3,1,2,1
3787,0,3,1,2,1
3788,0,3,0,0,0
3789,0,3,0,0,0
3790,0,3,0,0,0
3791,0,0,1,2,1
3792,0,0,1,2,1
3793,0,0,1,2,0
3794,0,0,1,2,1
3795,0,3,1,2,4
3796,0,3,1,2,1
3797,0,0,1,2,0
3798,0,0,1,2,1
3799,0,0,1,2,1
3800,0,0,0,0,0
3801,0,0,1,2,4
3802,0,3,0,0,0
3803,0,3,0,0,0
3804,2,4,0,0,0
3805,0,4,0,0,0
3806,0,4,0,0,0
3807,2,4,0,0,4
3808,2,4,0,0,0
3809,0,4,0,0,0
3810,0,4,0,0,0
3811,0,0,1,2,1
3812,0,0,1,2,0
3813,0,4,3,6,4
3814,0,0,0,0,0
3815,0,3,0,0,0
3816,0,0,0,0,0
3817,0,3,0,0,0
3818,0,0,0,0,0
3819,3,3,0,0,0
3820,0,3,0,0,0
3821,0,0,0,0,0
3822,3,3,0,0,0
3823,0,0,0,0,0
3824,3,3,0,0,0
3825,2,3,0,0,0
3826,0,3,0,0,0
3827,2,3,0,0,0
3828,2,3,0,0,0
3829,2,3,2,2,4
3830,2,3,2,2,4
3831,2,0,1,0,0
3832,0,0,0,0,0
3833,0,0,0,0,0
3834,0,0,1,6,0
3835,0,0,1,6,0
3836,0,0,0,0,0
3837,4,0,4,6,0
3838,2,3,0,0,0
3839,2,3,0,0,0
3840,2,5,0,2,4
3841,2,3,0,2,4
3842,2,3,0,0,0
3843,2,3,0,0,0
3844,4,4,4,0,0
3845,4,4,4,0,0
3846,4,4,4,0,0
3847,4,4,4,0,0
3848,4,4,4,0,4
3849,4,4,4,0,0
3850,4,4,4,0,0
3851,4,4,4,0,0
3852,0,4,3,6,4
3853,0,3,2,2,1
3854,0,3,2,2,1
3855,3,3,2,2,1
3856,4,0,4,2,1
3857,0,0,0,0,0
3858,0,0,0,0,0
3859,0,0,0,0,0
3860,0,0,0,0,1
3861,4,0,4,2,1
3862,4,0,4,2,1
3863,0,2,2,2,1
3864,0,2,0,0,1
3865,3,4,0,0,0
3866,0,4,0,0,0
3867,0,4,0,0,0
3868,0,4,0,0,0
3869,0,4,0,0,0
3870,0,4,0,0,0
3871,0,4,0,0,0
3872,3,0,0,0,0
3873,6,3,6,4,1
3874,6,3,6,4,1
3875,6,0,6,4,1
3876,6,0,6,4,1
3877,6,0,6,4,1
3878,6,0,6,4,0
3879,6,0,6,4,0
3880,0,0,0,6,0
3881,6,0,6,4,0
3882,6,0,6,4,1
3883,6,0,6,4,1
3884,3,2,0,2,1
3885,3,3,0,2,1
3886,6,4,6,4,6
3887,6,4,6,4,1
3888,0,4,0,0,0
3889,0,4,0,0,0
3890,6,4,6,4,4
3891,6,4,6,4,1
3892,0,4,0,0,0
3893,0,4,0,0,0
3894,0,0,1,6,4
3895,6,0,6,4,4
3896,0,2,0,0,0
3897,0,2,0,0,0
3898,0,2,0,0,0
3899,1,2,0,2,4
3900,1,2,0,2,4
3901,0,3,0,0,0
3902,0,3,0,0,0
3903,0,4,0,0,0
3904,0,4,0,0,0
3905,0,4,0,0,0
3906,0,4,0,0,0
3907,0,4,0,0,0
3908,0,4,0,0,0
3909,0,0,1,2,1
3910,0,0,1,2,1
3911,0,0,1,2,1
3912,0,3,1,2,1
3913,0,0,1,2,1
3914,3,3,1,2,1
3915,0,3,1,2,1
3916,0,0,1,2,1
3917,0,0,1,2,1
3918,3,3,1,2,1
3919,3,3,1,2,1
3920,0,3,1,2,1
3921,0,3,1,2,1
3922,0,0,1,2,1
3923,0,0,1,2,1
3924,0,3,1,2,1
3925,0,0,1,2,1
3926,0,0,1,2,1
3927,0,0,1,2,0
3928,0,0,1,2,1
3929,0,0,1,2,0
3930,0,0,1,2,1
3931,0,0,1,2,1
3932,2,0,1,2,0
3933,6,0,6,2,4
3934,6,4,6,2,6
3935,1,4,0,0,0
3936,6,4,6,4,0
3937,6,4,6,4,0
3938,6,4,6,2,4
3939,1,4,0,0,0
3940,6,4,6,4,0
3941,6,4,6,4,0
3942,0,0,1,2,4
3943,0,0,1,4,4
3944,0,0,1,2,1
3945,0,0,1,2,1
3946,0,0,1,2,0
3947,0,0,1,2,1
3948,0,0,1,2,0
3949,0,0,1,2,1
3950,0,0,1,2,1
3951,6,4,6,2,6
3952,1,4,0,0,0
3953,1,4,0,0,0
3954,6,4,6,2,4
3955,0,4,0,0,0
3956,0,4,0,0,0
3957,0,0,1,2,4
3958,0,0,1,2,1
3959,0,0,1,2,1
3960,0,0,1,2,1
3961,0,3,1,2,1
3962,0,0,1,2,1
3963,3,3,1,2,1
3964,0,3,1,2,1
3965,0,0,1,2,0
3966,0,0,1,2,1
3967,3,3,1,2,1
3968,3,3,1,2,1
3969,0,3,1,2,1
3970,0,3,1,2,1
3971,0,0,1,2,1
3972,0,3,1,2,1
3973,0,3,1,2,1
3974,0,0,1,2,1
3975,0,0,1,2,1
3976,0,0,1,2,0
3977,0,0,1,2,1
3978,0,0,1,2,0
3979,0,0,1,2,1
3980,0,0,1,2,1
3981,2,0,1,2,0
3982,6,0,6,2,4
3983,6,4,6,2,6
3984,1,4,0,0,0
3985,6,4,6,4,0
3986,6,4,6,4,0
3987,6,4,6,2,4
3988,1,4,0,0,0
3989,6,4,6,4,0
3990,6,4,6,4,0
3991,0,0,1,2,4
3992,0,0,1,4,4
3993,0,0,1,2,1
3994,0,0,1,2,1
3995,0,0,1,2,1
3996,0,3,1,2,1
3997,0,0,1,2,1
3998,3,3,1,2,1
3999,0,3,1,2,1
4000,0,0,1,2,1
4001,2,3,1,0,0
4002,3,0,1,2,1
4003,3,3,1,2,1
4004,3,3,1,2,1
4005,0,3,1,2,1
4006,2,3,1,0,0
4007,0,0,1,2,1
4008,0,3,1,2,1
4009,3,3,1,2,1
4010,0,0,1,2,1
4011,0,0,2,2,1
4012,0,0,2,2,1
4013,0,0,0,0,0
4014,0,0,1,2,0
4015,0,0,1,2,1
4016,0,0,1,2,1
4017,0,0,1,2,1
4018,0,0,1,2,4
4019,0,2,0,0,0
4020,0,2,0,0,0
4021,3,5,1,2,4
4022,1,2,0,2,1
4023,0,3,0,0,0
4024,0,3,0,0,0
4025,3,4,1,0,0
4026,2,4,1,0,0
4027,1,4,0,0,0
4028,2,4,1,0,0
4029,2,4,1,0,4
4030,2,4,0,0,0
4031,0,4,0,0,0
4032,0,4,0,0,0
4033,0,0,1,2,1
4034,0,0,1,2,0
4035,0,4,3,6,4
4036,0,2,0,0,0
4037,0,2,0,0,0
4038,0,2,0,0,0
4039,0,2,0,0,0
4040,0,2,0,0,0
4041,3,2,0,0,0
4042,0,2,0,0,0
4043,0,2,0,0,0
4044,3,2,0,0,0
4045,3,2,0,0,0
4046,3,2,0,0,0
4047,0,3,0,0,0
4048,0,3,0,0,0
4049,3,3,0,0,0
4050,0,0,0,0,0
4051,3,0,0,0,0
4052,0,3,0,0,0
4053,0,0,1,6,1
4054,0,0,0,0,0
4055,0,0,0,0,0
4056,0,0,0,0,0
4057,0,2,0,0,0
4058,0,2,0,0,0
4059,0,0,1,6,1
4060,0,0,1,6,1
4061,0,2,0,0,0
4062,0,2,0,0,0
4063,0,2,0,0,0
4064,0,3,0,0,0
4065,1,2,0,2,1
4066,1,2,0,2,1
4067,0,3,0,0,0
4068,0,3,0,0,0
4069,3,4,0,0,0
4070,0,4,0,0,0
4071,0,4,0,0,0
4072,0,4,0,0,0
4073,0,4,0,0,4
4074,0,4,0,0,0
4075,0,4,0,0,0
4076,0,4,0,0,0
4077,3,0,0,0,0
4078,2,0,2,2,4
4079,3,4,3,6,4
4080,0,4,1,0,4
4081,2,4,1,2,4
4082,0,4,1,0,4
4083,0,4,1,0,4
4084,0,4,1,0,4
4085,0,4,1,0,4
4086,0,0,1,0,4
4087,0,0,1,0,4
4088,0,0,1,0,4
4089,0,0,1,0,0
4090,0,0,1,0,4
4091,0,0,1,6,4
4092,0,0,0,0,0
4093,0,0,1,0,4
4094,0,0,0,0,0
4095,1,1,1,0,1
4096,2,0,0,0,0
4097,0,0,0,0,0
4098,0,0,0,6,0
4099,0,0,1,0,4
4100,2,0,4,6,4
4101,0,0,1,0,4
4102,0,0,0,0,0
4103,0,0,0,0,0
4104,0,0,0,0,0
4105,2,0,0,6,0
4106,0,0,0,0,0
4107,0,0,0,0,0
4108,0,0,1,0,1
4109,0,0,1,2,1
4110,0,3,1,2,0
4111,0,5,1,6,0
4112,0,0,1,6,1
4113,0,0,0,0,0
4114,0,0,1,6,6
4115,0,0,2,0,1
4116,0,0,1,0,1
4117,2,0,0,0,0
4118,1,4,1,0,6
4119,1,4,1,0,6
4120,1,4,1,0,6
4121,0,4,1,4,4
4122,0,4,1,0,0
4123,0,4,1,0,4
4124,0,4,1,0,4
4125,0,4,1,4,4
4126,0,4,1,0,4
4127,0,4,1,0,4
4128,0,4,1,0,4
4129,0,4,1,0,4
4130,0,4,1,4,4
4131,0,4,1,4,4
4132,0,4,1,0,0
4133,0,4,1,0,4
4134,0,4,1,0,4
4135,0,4,1,4,4
4136,0,4,1,0,4
4137,0,4,1,0,4
4138,0,4,1,0,4
4139,0,4,1,0,4
4140,0,0,1,0,1
4141,3,2,1,2,0
4142,0,0,1,0,0
4143,2,0,1,6,4
4144,0,0,1,0,4
4145,0,5,1,0,4
4146,0,0,1,4,4
4147,0,0,1,4,4
4148,2,0,1,4,4
4149,2,0,1,4,4
4150,2,0,1,4,4
4151,0,0,1,0,0
4152,3,0,1,0,0
4153,0,0,1,2,1
4154,3,3,1,6,0
4155,0,4,1,0,4
4156,0,3,1,0,0
4157,0,0,0,0,0
4158,0,0,1,0,4
4159,0,0,0,0,0
4160,2,0,0,0,0
4161,0,0,0,0,0
4162,0,0,0,6,0
4163,2,0,1,0,4
4164,2,0,0,0,0
4165,0,0,0,0,0
4166,0,0,0,0,0
4167,2,0,0,6,0
4168,2,0,0,0,0
